#
#"Frequency / GHz"	"VSWR1 [Magnitude]"
#-------------------------------------
3.0399999618530	1.1065960518917
3.0429999828339	1.1060687554370
3.0460000038147	1.1055456363558
3.0490000247955	1.1050263449172
3.0520000457764	1.1045106513871
3.0550000667572	1.1039984035386
3.0580000877380	1.1034895715561
3.0610001087189	1.1029841434364
3.0639998912811	1.1024822781051
3.0669999122620	1.1019841804978
3.0699999332428	1.1014901687982
3.0729999542236	1.1010006194218
3.0759999752045	1.1005159959285
3.0789999961853	1.1000368546013
3.0820000171661	1.0995638068414
3.0850000381470	1.0990975284609
3.0880000591278	1.0986387759318
3.0910000801086	1.0981883411895
3.0940001010895	1.0977470448737
3.0969998836517	1.0973157850062
3.0999999046326	1.0968954696107
3.1029999256134	1.0964870020156
3.1059999465942	1.0960913525437
3.1089999675751	1.0957094235436
3.1119999885559	1.0953421843776
3.1150000095367	1.0949905217619
3.1180000305176	1.0946553332994
3.1210000514984	1.0943374833603
3.1240000724792	1.0940377525581
3.1270000934601	1.0937568977464
3.1300001144409	1.0934955982455
3.1329998970032	1.0932544765468
3.1359999179840	1.0930340589095
3.1389999389648	1.0928347673241
3.1419999599457	1.0926569915934
3.1449999809265	1.0925009428588
3.1480000019073	1.0923667623386
3.1510000228882	1.0922545012957
3.1540000438690	1.0921640822060
3.1570000648499	1.0920953222527
3.1600000858307	1.0920479092272
3.1630001068115	1.0920214196581
3.1659998893738	1.0920153549496
3.1689999103546	1.0920290791992
3.1719999313354	1.0920618460626
3.1749999523163	1.0921128412290
3.1779999732971	1.0921811271456
3.1809999942780	1.0922657178641
3.1840000152588	1.0923655051434
3.1870000362396	1.0924793476190
3.1900000572205	1.0926060257819
3.1930000782013	1.0927442492780
3.1960000991821	1.0928927389150
3.1989998817444	1.0930501377566
3.2019999027252	1.0932150569201
3.2049999237061	1.0933861410245
3.2079999446869	1.0935619999186
3.2109999656677	1.0937412433632
3.2139999866486	1.0939224891137
3.2170000076294	1.0941044488660
3.2200000286102	1.0942857844035
3.2230000495911	1.0944652333232
3.2260000705719	1.0946415941161
3.2290000915527	1.0948136986933
3.2320001125336	1.0949804837391
3.2349998950958	1.0951409132246
3.2379999160767	1.0952940704813
3.2409999370575	1.0954390900824
3.2439999580383	1.0955752035572
3.2469999790192	1.0957017833670
3.2500000000000	1.0958182120639
3.2530000209808	1.0959240653188
3.2560000419617	1.0960189597244
3.2590000629425	1.0961026530050
3.2620000839233	1.0961749936217
3.2650001049042	1.0962359415063
3.2679998874664	1.0962855866310
3.2709999084473	1.0963241116811
3.2739999294281	1.0963517893173
3.2769999504089	1.0963690419213
3.2799999713898	1.0963763659613
3.2829999923706	1.0963743689940
3.2860000133514	1.0963637631456
3.2890000343323	1.0963453496159
3.2920000553131	1.0963200039467
3.2950000762939	1.0962887264241
3.2980000972748	1.0962525580087
3.3010001182556	1.0962126303489
3.3039999008179	1.0961701253563
3.3069999217987	1.0961262916520
3.3099999427795	1.0960824275447
3.3129999637604	1.0960398593122
3.3159999847412	1.0959999840828
3.3190000057220	1.0959641175119
3.3220000267029	1.0959337132096
3.3250000476837	1.0959101309257
3.3280000686646	1.0958947642484
3.3310000896454	1.0958889599326
3.3340001106262	1.0958940383211
3.3369998931885	1.0959112825628
3.3399999141693	1.0959419022206
3.3429999351501	1.0959870777399
3.3459999561310	1.0960478499605
3.3489999771118	1.0961252319526
3.3519999980927	1.0962201319844
3.3550000190735	1.0963333108956
3.3580000400543	1.0964654842894
3.3610000610352	1.0966171987352
3.3640000820160	1.0967889122973
3.3670001029968	1.0969809186314
3.3699998855591	1.0971934387871
3.3729999065399	1.0974265055147
3.3759999275208	1.0976800450422
3.3789999485016	1.0979538481695
3.3819999694824	1.0982475629646
3.3849999904633	1.0985607394467
3.3880000114441	1.0988927820732
3.3910000324249	1.0992429736134
3.3940000534058	1.0996105033507
3.3970000743866	1.0999944092433
3.4000000953674	1.1003937088445
3.4030001163483	1.1008072647704
3.4059998989105	1.1012338877420
3.4089999198914	1.1016723110608
3.4119999408722	1.1021212109135
3.4149999618530	1.1025792071211
3.4179999828339	1.1030449058968
3.4210000038147	1.1035168472679
3.4240000247955	1.1039935689941
3.4270000457764	1.1044736362364
3.4300000667572	1.1049555562832
3.4330000877380	1.1054379074605
3.4360001087189	1.1059192516931
3.4389998912811	1.1063982013150
3.4419999122620	1.1068734309566
3.4449999332428	1.1073436109157
3.4479999542236	1.1078075391422
3.4509999752045	1.1082640499436
3.4539999961853	1.1087120382570
3.4570000171661	1.1091505128775
3.4600000381470	1.1095785496239
3.4630000591278	1.1099953325844
3.4660000801086	1.1104001370816
3.4690001010895	1.1107923267108
3.4719998836517	1.1111714195101
3.4749999046326	1.1115369725725
3.4779999256134	1.1118887521456
3.4809999465942	1.1122265361399
3.4839999675751	1.1125502732701
3.4869999885559	1.1128600384890
3.4900000095367	1.1131559969690
3.4930000305176	1.1134384293287
3.4960000514984	1.1137077421163
3.4990000724792	1.1139644551937
3.5020000934601	1.1142091663029
3.5050001144409	1.1144426338278
3.5079998970032	1.1146656368725
3.5109999179840	1.1148791198422
3.5139999389648	1.1150840717726
3.5169999599457	1.1152815992088
3.5199999809265	1.1154728239611
3.5230000019073	1.1156590013441
3.5260000228882	1.1158413999086
3.5290000438690	1.1160213557877
3.5320000648499	1.1162002392310
3.5350000858307	1.1163794265136
3.5380001068115	1.1165603476286
3.5409998893738	1.1167444159216
3.5439999103546	1.1169330305547
3.5469999313354	1.1171276147930
3.5499999523163	1.1173295265369
3.5529999732971	1.1175400819808
3.5559999942780	1.1177605572548
3.5590000152588	1.1179921843635
3.5620000362396	1.1182360980333
3.5650000572205	1.1184933520992
3.5680000782013	1.1187648889938
3.5710000991821	1.1190515890945
3.5739998817444	1.1193541806623
3.5769999027252	1.1196733000864
